title,authors,book_format,cur_price,old_price,isbn13,publisher,publication_date,pages,product_dimensions
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson ,Paperback,$11.06,$16.95,9780375725609,Vintage,02/10/04,447,5.2(w) x 8(h) x 0.9(d)
A People's History of the United States,Howard Zinn ,Paperback,$13.59,$19.99,9780062397348,Harper Perennial Modern Classics; Reissue edition,11/17/15,784,5.3(w) x 8(h) x 1.2(d)
Killing the SS: The Hunt for the Worst War Criminals in History (Bill O'Reilly's Killing Series),Bill O'Reilly and Martin Dugard ,Hardcover,$15.00,$30.00,9781250165541,Henry Holt and Co.; First Edition edition,10/09/18,320,6.5(w) x 9.6(h) x 1.1(d)
These Truths: A History of the United States,Jill Lepore ,Hardcover,$21.23,$39.95,9780393635249,W. W. Norton & Company; 1 edition,09/18/18,960,6.5(w) x 9.6(h) x 1.9(d)
Tribe: On Homecoming and Belonging,Sebastian Junger ,Hardcover,$13.38,$22.00,9781455566389,Twelve; 1 edition,05/24/16,192,5.2(w) x 7.8(h) x 0.8(d)
"Cracking the AP European History Exam 2019, Premium Edition: 5 Practice Tests + Complete Content Review (College Test Preparation)",The Princeton Review ,Paperback,$17.67,$25.99,9780525567509,Princeton Review; Premium edition,08/07/18,512,8.4(w) x 10.8(h) x 1.2(d)
The Immortal Life of Henrietta Lacks,Rebecca Skloot ,Paperback,$9.59,$16.00,,Broadway Books,03/08/11,381,5.2(w) x 7.9(h) x 1.1(d)
Jesus on Trial: A Lawyer Affirms the Truth of the Gospel,David Limbaugh ,Paperback,$15.29,$16.99,9781621574118,Regnery Publishing,10/19/15,406,6(w) x 9(h) x 1.2(d)
In Cold Blood,Truman Capote ,Paperback,$12.30,$16.00,9780679745587,Vintage,02/01/94,343,5.2(w) x 8(h) x 0.8(d)
Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari ,Paperback,$14.50,$22.99,9780062464347,Harper Perennial; Reprint edition,09/04/18,464,6(w) x 9(h) x 1.1(d)
The Trial of Lizzie Borden,Cara Robertson ,Hardcover,$18.30,$28.00,9781501168376,Simon & Schuster; First Edition edition,03/12/19,400,6(w) x 9(h) x 1.1(d)
Shoot for the Moon: The Space Race and the Extraordinary Voyage of Apollo 11,James Donovan ,Hardcover,$19.49,$30.00,9780316341783,"Little, Brown and Company; First Edition/First Printing edition",03/12/19,464,6.4(w) x 9.5(h) x 1.6(d)
The First Conspiracy: The Secret Plot to Kill George Washington,Brad Meltzer and Josh Mensch ,Hardcover,$20.04,$29.99,9781250130334,Flatiron Books; Reprint edition,01/08/19,432,6.4(w) x 9.6(h) x 1.4(d)
An American Summer: Love and Death in Chicago,Alex Kotlowitz ,Hardcover,$16.21,$27.95,9780385538800,Nan A. Talese,03/05/19,304,6.6(w) x 9.6(h) x 1.1(d)
Figuring,Maria Popova ,Hardcover,$19.49,$30.00,9781524748135,Pantheon,02/05/19,592,6.5(w) x 9.6(h) x 1.5(d)
Midnight in Chernobyl: The Untold Story of the World's Greatest Nuclear Disaster,Adam Higginbotham ,Hardcover,$17.97,$29.95,9781501134616,Simon & Schuster,02/12/19,560,6(w) x 9(h) x 1.8(d)
Into the Wild,Jon Krakauer ,Paperback,$9.95,$15.00,9780385486804,Anchor Books; 1 edition,02/01/97,240,5.2(w) x 7.9(h) x 0.5(d)
The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein ,Paperback,$12.20,$17.95,9781631494536,Liveright; 1 edition,05/01/18,368,5.5(w) x 8.2(h) x 1(d)
The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett ,Hardcover,$15.92,$28.99,9788925598352,Broadside Books; 1st Edition edition,07/24/18,352,6(w) x 9(h) x 1.1(d)
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown ,Paperback,$12.93,$17.00,9780316497039,Penguin Books,01/012014,404,5.5(w) x 8.4(h) x 0.9(d)
Topgun: An American Story,Dan Pedersen ,Hardcover,$12.09,$28.00,9780316416269,Hachette Books,03/05/19,320,6.4(w) x 9.3(h) x 1.2(d)
Barron's AP United States History with Online Tests,Eugene V. Resnick M.A. ,Paperback,$16.31,$23.99,9781438011080,Barrons Educational Series; Fourth edition,08/01/18,576,8.4(w) x 10.9(h) x 1.1(d)
"In the Closet of the Vatican: Power, Homosexuality, Hypocrisy",Frederic Martel and Shaun Whiteside ,Hardcover,$18.00,$30.00,9781472966148,Bloomsbury Continuum,02/21/19,576,6.4(w) x 9.6(h) x 1.7(d)
Brief Answers to the Big Questions,Stephen Hawking ,Hardcover,$16.21,$25.00,9781984819192,Bantam,10/16/18,256,5.7(w) x 8.2(h) x 0.9(d)
El Norte: The Epic and Forgotten Story of Hispanic North America,Carrie Gibson ,Hardcover,$19.49,$30.00,9780802127020,Atlantic Monthly Press,02/05/19,576,6.5(w) x 9.5(h) x 1.8(d)
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg ,Hardcover,$14.47,$24.95,9780385349949,Knopf; 1 edition,03/12/13,240,5.9(w) x 9.5(h) x 1(d)
Barron's AP World History with Online Tests,John McCannon ,Paperback,$16.31,$23.99,9781438011097,Barrons Educational Series; Eighth edition,08/01/18,512,8.4(w) x 10.9(h) x 0.9(d)
The Fifth Risk,Michael Lewis ,Hardcover,$11.21,$26.95,9781324002642,W. W. Norton & Company; 1 edition,10/02/18,256,6.5(w) x 9.6(h) x 0.9(d)
Everything You Need to Ace World History in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),"Workman Publishing , Ximena Vengoechea, et al. ",Paperback,$10.66,$14.95,9780761160946,Workman Publishing Company; Study Guide edition,08/09/16,528,6(w) x 8(h) x 1(d)
Frederick Douglass: Prophet of Freedom,David W. Blight ,Hardcover,$20.87,$37.50,9781416590316,Simon & Schuster; 1st Edition edition,10/16/18,912,6.2(w) x 9.2(h) x 1.8(d)
"Cracking the AP U.S. History Exam, 2019 Edition: Practice Tests + Proven Techniques to Help You Score a 5 (College Test Preparation)",The Princeton Review ,Paperback,$13.59,$19.99,9781524758165,Princeton Review; 2019 Edition edition,08/07/18,464,8.4(w) x 10.8(h) x 1.1(d)
The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt ,Paperback,$12.50,$17.00,9780307455772,Vintage; Reprint edition,02/12/13,528,5.2(w) x 7.9(h) x 1(d)
The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine,Lindsey Fitzharris ,Paperback,$9.89,$16.00,9780374537968,"Scientific American / Farrar, Straus and Giroux; Reprint edition",10/02/18,304,5.5(w) x 8.3(h) x 0.8(d)
Maus : A Survivor's Tale. I. My Father Bleeds History. II. And Here My Troubles Began,Art Spiegelman ,Paperback,$22.61,$31.90,9780679748403,Pantheon; Later Printing edition,10/19/93,300,6.7(w) x 9.4(h) x 1(d)
Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends,Peter Schweizer ,Hardcover,$14.50,$28.99,9780062569363,Harper,03/20/18,336,6.3(w) x 9(h) x 1.3(d)
The Soul of America: The Battle for Our Better Angels,Jon Meacham ,Hardcover,$15.72,$30.00,9780399589812,Random House; First Edition edition,05/08/18,416,6.4(w) x 9.6(h) x 1.4(d)
Sea People: The Puzzle of Polynesia,Christina Thompson ,Hardcover,$25.99,$29.99,9780062060877,Harper,03/12/19,384,6(w) x 9(h) x 1.2(d)
America Before: The Key to Earth's Lost Civilization,Graham Hancock ,Hardcover,$26.99,$29.99,9781250153739,St. Martin's Press,04/23/19,608,6.1(w) x 9.2(h)
Persepolis: The Story of a Childhood (Pantheon Graphic Library),Marjane Satrapi ,Paperback,$8.88,$14.95,9780375714573,Pantheon; 1st Edition edition,06/01/04,160,6(w) x 8.9(h) x 0.5(d)
"It's Your Ship: Management Techniques from the Best Damn Ship in the Navy, 10th Anniversary Edition",D. Michael Abrashoff ,Hardcover,$11.85,$28.00,9781455523023,Grand Central Publishing; 10th Anniversary Revised & Updated edition,10/09/12,240,6.5(w) x 9.5(h) x 1(d)
Tattoos on the Heart: The Power of Boundless Compassion,Gregory Boyle ,Paperback,$13.24,$16.00,9781439153154,Free Press; 60840th edition,02/22/11,240,5.5(w) x 8.4(h) x 1(d)
"100 Deadly Skills: The SEAL Operative's Guide to Eluding Pursuers, Evading Capture, and Surviving Any Dangerous Situation",Clint Emerson ,Paperback,$11.09,$19.99,9781476796055,Atria Books,10/13/15,272,5.5(w) x 8.2(h) x 0.7(d)
"The British Are Coming: The War for America, Lexington to Princeton, 1775-1777 (The Revolution Trilogy)",Rick Atkinson ,Hardcover,$25.47,$40.00,9781627790437,Henry Holt and Co.,05/14/19,800,6.1(w) x 9.2(h)
Nature's Mutiny: How the Little Ice Age of the Long Seventeenth Century Transformed the West and Shaped the Present,Philipp Blom ,Hardcover,$16.24,$27.95,9781631494048,Liveright; 1 edition,02/19/19,352,6.4(w) x 9.6(h) x 1.2(d)
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand ,Paperback,$9.49,$16.00,9780812974492,Random House Trade Paperbacks; Reprint edition,07/29/14,528,5.5(w) x 8.2(h) x 1.1(d)
The Point of It All: A Lifetime of Great Loves and Endeavors,Charles Krauthammer and Daniel Krauthammer ,Hardcover,$18.55,$28.00,9781984825483,Crown Forum,12/04/18,400,6.4(w) x 9.5(h) x 1.3(d)
Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet and Stephen R. Covey ,Hardcover,$16.76,$27.00,9781591846406,Portfolio; 1 edition,05/16/13,272,5.8(w) x 8.6(h) x 1(d)
They Were Her Property: White Women as Slave Owners in the American South,Stephanie E. Jones-Rogers ,Hardcover,$27.00,$30.00,9780300218664,Yale University Press,02/19/19,320,6.1(w) x 9.2(h) x 1.1(d)
Behold a Pale Horse,Milton William Cooper ,Paperback,$18.04,$25.00,9780929385228,Light Technology Publishing,12/01/91,510,5.9(w) x 8.9(h) x 1.2(d)
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre ,Hardcover,$18.30,$28.00,9781101904190,Crown,09/18/18,368,6.4(w) x 9.5(h) x 1.2(d)
The Girl with Seven Names,Hyeonseo Lee and David John ,Paperback,$12.29,$15.99,9780007554850,William Collins; Reprint edition,05/19/16,320,5.5(w) x 8(h) x 1(d)
Working,Robert A. Caro ,Hardcover,$16.51,$25.00,9780525656340,Knopf,04/09/19,240,5.9(w) x 8.5(h) x 1(d)
Fear: Trump in the White House,Bob Woodward ,Hardcover,$12.69,$30.00,9789526532998,Simon & Schuster; 2nd edition,09/11/18,448,6(w) x 9(h) x 1.2(d)
The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson ,Paperback,$8.03,$17.95,9780679763888,Vintage; Reprint edition,10/04/11,640,6.1(w) x 9.2(h) x 1.6(d)
Wild Bill: The True Story of the American Frontier's First Gunfighter,Tom Clavin ,Hardcover,$19.49,$29.99,9781250173799,St. Martin's Press,02/05/19,336,6.7(w) x 9.6(h) x 1.3(d)
American Moonshot: John F. Kennedy and the Great Space Race,Douglas Brinkley ,Hardcover,$22.48,$35.00,9780062655066,Harper,04/02/19,576,6(w) x 9(h) x 1.7(d)
The End of the Myth: From the Frontier to the Border Wall in the Mind of America,Greg Grandin ,Hardcover,$19.49,$30.00,9781250179821,Metropolitan Books,03/05/19,384,6.4(w) x 9.6(h) x 1.3(d)
How Democracies Die,Steven Levitsky and Daniel Ziblatt ,Paperback,$10.40,$15.00,9781524762940,Broadway Books; Reprint edition,01/08/19,320,5.2(w) x 8(h) x 0.7(d)
White Shoe: How a New Breed of Wall Street Lawyers Changed Big Business and the American Century,John Oller ,Hardcover,$19.49,$30.00,9781524743253,Dutton,03/19/19,448,6.3(w) x 9.3(h) x 1.4(d)
Obama: An Intimate Portrait,Pete Souza and Barack Obama ,Hardcover,$26.95,$50.00,9780316512589,"Little, Brown and Company",11/07/17,352,10.4(w) x 12.5(h) x 1.2(d)
"Barracoon: The Story of the Last ""Black Cargo""","Zora Neale Hurston , Deborah G. Plant, et al. ",Hardcover,$16.99,$24.99,9780062748201,Amistad; 1st Edition edition,05/08/18,208,5.5(w) x 8.2(h) x 0.8(d)
"Cracking the AP World History Exam, 2019 Edition: Practice Tests & Proven Techniques to Help You Score a 5 (College Test Preparation)",The Princeton Review ,Paperback,$13.59,$19.99,9781524758189,Princeton Review; 2019 Edition edition,08/07/18,464,8.3(w) x 10.9(h) x 1.1(d)
The Heartbeat of Wounded Knee: Native America from 1890 to the Present,David Treuer ,Hardcover,$18.30,$28.00,9781594633157,Riverhead Books; 1st Edition edition,01/22/19,528,6.3(w) x 9.3(h) x 1.6(d)
Endurance: Shackleton's Incredible Voyage,Alfred Lansing and Nathaniel Philbrick ,Paperback,$12.15,$16.99,9780465062881,Basic Books,04/28/15,357,5.5(w) x 8.2(h) x 1.1(d)
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures (FSG Classics)",Anne Fadiman ,Paperback,$10.20,$15.00,9780374533403,"Farrar, Straus and Giroux; Later Printing edition",04/24/12,368,5.7(w) x 8.2(h) x 1(d)
"I Heard You Paint Houses: Frank ""The Irishman"" Sheeran & Closing the Case on Jimmy Hoffa",Charles Brandt ,Paperback,$11.55,$17.00,9781586422387,Steerforth; Updated edition,06/29/16,384,6(w) x 9(h) x 1(d)
"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond Ph.D. ,Paperback,$15.10,$18.95,9780393354324,W. W. Norton & Company; 1 edition,03/07/17,528,6.1(w) x 9.2(h) x 1.4(d)
A Short History of Nearly Everything,Bill Bryson ,Paperback,$13.10,$20.00,9780767908184,Broadway Books; 1st edition,09/14/04,544,6.1(w) x 9.2(h) x 1.2(d)
Barron's AP World History Flash Cards,Lorraine Lupinskie-Huvane M.A. and Kate Caporusso M.S. ,Cards,$12.91,$18.99,9781438076300,Barrons Educational Series; Third edition,09/01/16,,2.7(w) x 4.4(h) x 3(d)
"The Catalogue of Shipwrecked Books: Christopher Columbus, His Son, and the Quest to Build the World's Greatest Library",Edward Wilson-Lee ,Hardcover,$19.49,$30.00,9781982111397,Scribner,03/12/19,416,6(w) x 9(h) x 1.2(d)
Vanity Fair 100 Years: From the Jazz Age to Our Age,Graydon Carter ,Hardcover,$34.49,$70.00,9781419708633,Harry N. Abrams; 8.11.2013 edition,10/15/13,456,14.2(w) x 1.8(h) x 11(d)
The Second World Wars: How the First Global Conflict Was Fought and Won,Victor Davis Hanson ,Hardcover,$27.11,$40.00,9780465066988,Basic Books; First Edition edition,10/17/17,720,6.4(w) x 9.6(h) x 1.5(d)
"Wayward Lives, Beautiful Experiments: Intimate Histories of Social Upheaval",Saidiya Hartman ,Hardcover,$16.78,$28.95,9780393285673,W. W. Norton & Company; 1 edition,02/19/19,304,6.5(w) x 9.6(h) x 1.3(d)
The Hiding Place,"Corrie Ten Boom , Elizabeth Sherrill, et al. ",Paperback,$11.03,$13.99,9780800794057,Chosen Books; 35th Anniversary edition,01/012006,272,5.5(w) x 8.5(h) x 0.6(d)
Cooking in Iran: Regional Recipes and Kitchen Secrets,Najmieh Batmanglij ,Hardcover,$58.50,$65.00,9781933823959,Mage Publishers; 1 edition,11/02/18,728,8.7(w) x 9.8(h) x 2.3(d)
The Color of Compromise: The Truth about the American Church’s Complicity in Racism,Jemar Tisby and Lecrae Moore ,Hardcover,$14.71,$21.99,9780310597261,Zondervan,01/22/19,256,5.7(w) x 8.7(h) x 0.9(d)
Los cuatro acuerdos: una guia practica para la libertad personal (Spanish Edition),Don Miguel Ruiz and Luz Hernandez ,Paperback,$11.38,$12.95,9781878424365,Amber-Allen Publishing,06/04/99,142,5.1(w) x 7.2(h) x 0.5(d)
Long Range Shooting Handbook: The Complete Beginner's Guide to Precision Rifle Shooting,Ryan M Cleckner ,Paperback,$21.47,$24.95,9781518654725,CreateSpace Independent Publishing Platform; 1 edition,01/31/16,330,6(w) x 9(h) x 0.8(d)
"The Day the World Came to Town: 9/11 in Gander, Newfoundland",Jim DeFede ,Paperback,$13.59,$16.99,9780060559717,Regan Books; Reprint edition,08/14/03,244,5.3(w) x 8(h) x 0.6(d)
The Fire Next Time,James Baldwin ,Paperback,$12.56,$13.95,9780679744726,Vintage; Reissue edition,12/01/92,128,5.2(w) x 8(h) x 0.3(d)
Indianapolis: The True Story of the Worst Sea Disaster in U.S. Naval History and the Fifty-Year Fight to Exonerate an Innocent Man,Lynn Vincent and Sara Vladic ,Hardcover,$13.98,$28.00,9781501135941,Simon & Schuster; 1st Edition edition,07/10/18,592,6.1(w) x 9.2(h) x 1.4(d)
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed ,Paperback,$11.69,$16.95,9780307476074,Vintage Books; 1st edition,03/26/13,315,5.2(w) x 8(h) x 0.7(d)
"The Polar Bear Expedition: The Heroes of America’s Forgotten Invasion of Russia, 1918-1919",James Carl Nelson ,Hardcover,$18.89,$28.99,9780062852779,William Morrow; 1st Edition edition,02/19/19,320,6(w) x 9(h) x 1(d)
"To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret",Jedidiah Jenkins ,Hardcover,$15.60,$26.00,9781524761387,Convergent Books; First Edition edition,10/02/18,336,6.6(w) x 9.5(h) x 1.2(d)
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson ,Paperback,$13.60,$17.00,9780307408853,Crown; 1st edition,01/012011,448,5.2(w) x 8(h) x 1.2(d)
Left of Bang: How the Marine Corps' Combat Hunter Program Can Save Your Life,"Patrick Van Horne , Jason A. Riley , et al. ",Paperback,$17.16,$19.95,9781936891306,Black Irish Entertainment LLC,06/13/14,228,5(w) x 8(h) x 0.6(d)
The Drunken Botanist,Amy Stewart ,Hardcover,$12.79,$22.95,9781616200466,Algonquin Books; 1st edition,03/19/13,400,6.2(w) x 8.3(h) x 0.9(d)
Presidents of War,Michael Beschloss ,Hardcover,$22.48,$35.00,9780307409607,Crown; First Edition edition,10/09/18,752,6.5(w) x 9.6(h) x 1.7(d)
Alexander Hamilton,Ron Chernow ,Hardcover,$20.94,$35.00,9781594200090,The Penguin Press,04/26/04,818,6.4(w) x 9.6(h) x 2(d)
"United States History: Preparing for the Advanced Placement Examination, 2018 Edition",John J Newman and John Schmalbach ,Paperback,$25.75,$30.50,9781531116927,Perfection Learning; First Printing edition,07/17/17,800,6(w) x 9.1(h) x 1.7(d)
"Let Me Finish: Trump, the Kushners, Bannon, New Jersey, and the Power of In-Your-Face Politics",Chris Christie ,Hardcover,$18.30,$28.00,9780316421799,Hachette Books,01/29/19,432,6.5(w) x 9.4(h) x 1.4(d)
The Stranger Beside Me: The Shocking Inside Story of Serial Killer Ted Bundy,Ann Rule ,Paperback,$12.18,$17.99,9781501139147,Gallery Books; Reprint edition,11/06/18,592,5.5(w) x 8.4(h) x 1.4(d)
The Radium Girls: The Dark Story of America's Shining Women,Kate Moore ,Paperback,$13.96,$17.99,9781492650959,Sourcebooks; Reprint edition,03/06/18,496,5(w) x 8(h) x 1.5(d)
Columbine,Dave Cullen ,Paperback,$8.04,$17.99,9780446546928,Twelve; ISBN 9780446546928 edition,03/03/10,496,6(w) x 9(h) x 1.5(d)
The Enneagram: A Christian Perspective,Richard Rohr and Andreas Ebert ,Paperback,$16.91,$19.95,9780824519506,The Crossroad Publishing Company; 1st US Edition 1st Printing edition,09/01/01,320,6(w) x 9(h) x 0.8(d)
Picturing Apollo 11: Rare Views and Undiscovered Moments,J. L. Pickering and John Bisney ,Hardcover,$29.30,$45.00,9780813056173,University Press of Florida,04/02/19,272,8.5(w) x 11(h) x 0.9(d)
Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,Hampton Sides ,Paperback,$12.74,$17.00,9780385495653,Anchor,05/07/02,384,5.2(w) x 8(h) x 0.8(d)
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee ,Paperback,$18.00,$20.00,9781439170915,Scribner; Reprint edition,08/09/11,608,6.1(w) x 9.2(h) x 1.6(d)
Armies of Deliverance: A New History of the Civil War,Elizabeth R. Varon ,Hardcover,$29.71,$34.95,9780190860608,Oxford University Press,03/13/19,528,9.4(w) x 6.4(h) x 1.6(d)
"For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education (Race, Education, and Democracy)",Christopher Emdin ,Paperback,$10.87,$16.00,9780807028025,Beacon Press; Reprint edition,01/03/17,232,5.5(w) x 8.5(h) x 0.7(d)
Code Name: Lise: The True Story of the Woman Who Became WWII's Most Highly Decorated Spy,Larry Loftis ,Hardcover,$17.70,$27.00,9781501198656,Gallery Books,01/15/19,384,6(w) x 9(h) x 1.2(d)
Astroball: The New Way to Win It All,Ben Reiter ,Hardcover,$18.36,$27.00,9780525576648,Crown Archetype,07/10/18,272,6.4(w) x 9.4(h) x 1(d)
Anne Frank's Diary: The Graphic Adaptation (Pantheon Graphic Library),"Ari Folman, Anne Frank , et al. ",Hardcover,$14.88,$24.95,9781101871799,Pantheon,10/02/18,160,7.3(w) x 10.5(h) x 0.7(d)
What You Have Heard Is True: A Memoir of Witness and Resistance,Carolyn Forché ,Hardcover,$18.30,$28.00,9780525560371,Penguin Press,03/19/19,400,6.4(w) x 9.6(h) x 1.3(d)
Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Margot Lee Shetterly ,Paperback,$9.78,$15.99,9780062363602,William Morrow Paperbacks; Media Tie In edition,12/06/16,368,5.3(w) x 8(h) x 0.8(d)
A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah ,Paperback,$7.69,$14.00,9780374531263,Sarah Crichton Books; 1st edition,08/05/08,229,5.5(w) x 8.5(h) x 0.8(d)
Prisoners of Geography: Ten Maps That Explain Everything About the World (Politics of Place),Tim Marshall ,Paperback,$11.55,$18.00,9781501121470,Scribner; Reprint edition,10/11/16,320,6(w) x 9(h) x 0.8(d)
Blitzed,Norman Ohler ,Paperback,$10.87,$15.99,9781328915344,Mariner Books; Reprint edition,03/06/18,304,5.3(w) x 8(h) x 0.8(d)
Barron's AP European History with Online Tests,Seth A. Roberts M.A. ,Paperback,$16.31,$23.99,9781438010670,Barrons Educational Series; Ninth edition,01/01/18,656,8.4(w) x 10.9(h) x 1.3(d)
DK Eyewitness Travel Guide Japan,DK Travel ,Paperback,$19.04,$28.00,9781465457196,DK Eyewitness Travel; Revised edition,02/21/17,408,5.1(w) x 8.8(h) x 0.9(d)
"Bad Girls Throughout History: 100 Remarkable Women Who Changed the World (Women in History Book, Book of Women Who Changed the World)",Ann Shen ,Hardcover,$16.15,$19.95,9781452153933,Chronicle Books; 1 edition,09/06/16,216,7.8(w) x 9.2(h) x 0.9(d)
The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist ,Paperback,$17.00,$20.00,9780300245929,"Yale University Press; 2, New Expanded edition",03/26/19,616,6(w) x 8.8(h) x 1.8(d)
"Separate: The Story of Plessy v. Ferguson, and America's Journey from Slavery to Segregation",Steve Luxenberg ,Hardcover,$22.48,$35.00,9780393239379,W. W. Norton & Company; 1 edition,02/12/19,624,6.6(w) x 9.6(h) x 1.6(d)
"The Rabbi, the Secret Message, and the Identity of Messiah",Carl Gallups and Zev Porat ,Paperback,$17.96,$19.95,9781948014120,Defender Publishing,02/01/19,356,6(w) x 9(h) x 1(d)
Unjust: Social Justice and the Unmaking of America,Noah Rothman ,Hardcover,$18.89,$28.99,9781621577928,Gateway Editions,01/29/19,256,6(w) x 9(h) x 1.1(d)
The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II,Gregory A. Freeman ,Paperback,$13.60,$17.00,9780451224958,Dutton Caliber; Reprint edition,09/02/08,336,6(w) x 9(h) x 0.8(d)
Let My People Go Surfing: The Education of a Reluctant Businessman--Including 10 More Years of Business Unusual,Yvon Chouinard and Naomi Klein ,Paperback,$7.22,$20.00,9780143109679,Penguin Books; Updated 2nd edition edition,09/06/16,272,6.5(w) x 9.4(h) x 0.7(d)
Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt ,Paperback,$11.52,$16.95,9780679751526,Vintage Books; Reprint edition,06/28/99,400,5.2(w) x 7.9(h) x 0.9(d)
Good and Mad: The Revolutionary Power of Women's Anger,Rebecca Traister ,Hardcover,$15.44,$27.00,9781501181795,Simon & Schuster,10/02/18,320,6(w) x 9(h) x 1(d)
Follow This Thread: A Maze Book to Get Lost In,Henry Eliot ,Hardcover,$12.32,$18.00,9781984824448,Three Rivers Press,03/05/19,240,5.4(w) x 8(h) x 1(d)
Diderot and the Art of Thinking Freely,Andrew S. Curran ,Hardcover,$16.41,$28.95,9781590516706,Other Press,01/15/19,528,6.3(w) x 9.3(h) x 1.3(d)
The Deep State: How an Army of Bureaucrats Protected Barack Obama and Is Working to Destroy the Trump Agenda,Jason Chaffetz ,Hardcover,$14.59,$28.99,9780062851567,Broadside Books,09/18/18,256,6(w) x 9(h) x 0.9(d)
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey ,Hardcover,$12.84,$29.99,9781250192455,Flatiron Books; First Edition edition,04/17/18,312,9.4(w) x 8(h) x 6.1(d)
The Lost Gutenberg: The Astounding Story of One Book's Five-Hundred-Year Odyssey,Margaret Leslie Davis ,Hardcover,$11.74,$27.00,9781592408672,TarcherPerigee,03/19/19,304,6.3(w) x 9.3(h) x 1.1(d)
Wild LA: Explore the Amazing Nature in and Around Los Angeles,"Natural History Museum of Los Angeles County, Lila M. Higgins, et al. ",Paperback,$16.34,$24.95,9781604697100,Timber Press,03/19/19,288,6.5(w) x 9(h)
The Silk Roads: A New History of the World,Peter Frankopan ,Paperback,$13.59,$20.00,9781101912379,Vintage; Reprint edition,03/07/17,672,6.1(w) x 9.1(h) x 1.5(d)
"On Desperate Ground: The Marines at The Reservoir, the Korean War's Greatest Battle",Hampton Sides ,Hardcover,$19.49,$30.00,9780385541152,Doubleday; 1st Edition edition,10/02/18,416,6.5(w) x 9.5(h) x 1.4(d)
Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),Ibram X. Kendi ,Hardcover,$11.37,$32.99,9781568584638,Bold Type Books; First Edition/First Printing edition,04/12/16,592,6.4(w) x 9.6(h) x 2.2(d)
A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II,Adam Makos and Larry Alexander ,Paperback,$13.49,$17.00,9780425255735,Dutton Caliber; Reprint edition,05/06/14,400,5.9(w) x 9(h) x 1.1(d)
Appalachian Reckoning: A Region Responds to Hillbilly Elegy,Anthony Harkins and Meredith McCarroll ,Paperback,$19.45,$28.99,9781946684790,West Virginia University Press; 1st edition,02/13/19,432,5.5(w) x 8.5(h) x 1(d)
Food of Life: Ancient Persian and Modern Iranian Cooking and Ceremonies,Najmieh Batmanglij ,Hardcover,$37.80,$54.95,9781933823478,Mage Publishers; 25th Anniversary Edition edition,03/03/11,640,8.8(w) x 9.7(h) x 1.8(d)
Paul: A Biography,N. T. Wright ,Hardcover,$20.09,$29.99,9780061730580,HarperOne; 1st Edition edition,02/27/18,480,6(w) x 9(h) x 1.4(d)
With the Old Breed: At Peleliu and Okinawa,E. B. Sledge ,Paperback,$13.60,$17.00,9780891419068,Presidio Press; 1st edition,05/01/07,352,5.4(w) x 8.2(h) x 0.7(d)
The War Before the War: Fugitive Slaves and the Struggle for America's Soul from the Revolution to the Civil War,Andrew Delbanco ,Hardcover,$18.38,$30.00,9781594204050,Penguin Press,11/06/18,464,6.4(w) x 9.6(h) x 1.4(d)
1491: New Revelations of the Americas Before Columbus,Charles C. Mann ,Paperback,$14.89,$18.00,9781400032051,Vintage Books; 1st edition,10/10/06,541,5.2(w) x 8(h) x 1.2(d)
